"
Calendário",,,,,,,26/21 completed  
,,,,,,,
✓,Data,Time(min),Materia,Assunto,Tarefa,Material,Descr
TRUE,22/01/2019,25,Direito Constitucional,Direitos e deveres individuais,Resolver,Passo Estratégico,Usando o Passo Estratégico
TRUE,22/01/2019,25,Direito Constitucional,Organização do Estado,Resolver,Passo Estratégico,Usando o Passo Estratégico
TRUE,22/01/2019,25,Direito Administrativo,Atos administrativos,Resolver,Passo Estratégico,Usando o Passo Estratégico
TRUE,22/01/2019,25,Direito Administrativo,Responsabilidade civil,Resolver,Passo Estratégico,Usando o Passo Estratégico
TRUE,22/01/2019,25,Português,Tipologia textual,Resolver,Passo Estratégico,Usando o Passo Estratégico
TRUE,22/01/2019,25,Matemática Financeira,Juros e Taxas,Mapear conceitos,Passo Estratégico,Usando o Passo Estratégico
TRUE,22/01/2019,25,Matemática Financeira,Juros e Taxas,Mapear conceitos,Passo Estratégico,Usando o Passo Estratégico
TRUE,23/01/2019,25,Estatística,Apresentação de dados,Leitura,,"Formas não-agrupadas (rol), agrupamento por valor, distribuição de frequências (absoluta simples, absoluta acumulada, relativa simples, relativa acumulada)"
TRUE,23/01/2019,25,Estatística,Apresentação de dados,Exercícios,,Até ex.10 do livro estat_00
TRUE,23/01/2019,25,Economia,Oferta e demanda,Resolver,,"Conceitos: Curva da demanda, bem de Giffen"
TRUE,23/01/2019,25,Economia,Oferta e demanda,Resolver,,Demanda: fatores influenciadores
TRUE,24/01/2019,25,Direito Tributário,Competência tributária,Resolver PE 00,Passo Estratégico,Usando o Passo Estratégico
TRUE,24/01/2019,25,Direito Tributário,Receitas públicas,Leitura aula 00,Passo Estratégico,Usando o Passo Estratégico
TRUE,24/01/2019,25,Informática,Redes,Exercícios e Leitura,,Classificações de abrangência de redes; dispositivos de redes
TRUE,24/01/2019,25,Informática,Segurança da Informação,Exercícios e Leitura,,Princípios fundamentais e adicionais da segurança da informação
TRUE,25/01/2019,25,Português,Tipologia textual,Exercícios,Passo Estratégico,Usando o Passo Estratégico
TRUE,25/01/2019,25,Português,Tipologia textual,Exercícios,Passo Estratégico,Usando o Passo Estratégico
TRUE,25/01/2019,25,Direito Penal,Aplicação da Lei Penal: Princípio da Legalidade,Leitura,,
TRUE,25/01/2019,25,Direito Penal,Lei penal no tempo,Leitura,,
TRUE,26/01/2019,25,Raciocínio Lógico,Lógica proposicional,Exercícios,Passo Estratégico,Usando o Passo Estratégico
TRUE,26/01/2019,25,Raciocínio Lógico,Lógica proposicional,Exercícios,Passo Estratégico,Usando o Passo Estratégico
TRUE,26/01/2019,25,Economia,Oferta e demanda,Leitura,,Curva de demanda: deslocamentos
TRUE,26/01/2019,25,Economia,Oferta e demanda,Exercícios,,Curva de oferta.
TRUE,27/01/2019,25,Direito Tributário,Conceito de tributos,Leitura,,
TRUE,27/01/2019,25,Direito Tributário,Conceito de tributos,Leitura,,
TRUE,27/01/2019,25,Direito Administrativo,Regimes jurídicos,Leitura,,
TRUE,27/01/2019,25,Direito Administrativo,Princípios Fundamentais,Leitura,,
TRUE,27/01/2019,25,Direito Constitucional,Direitos e deveres individuais e coletivos,,,Aula 01 de direito constitucional
TRUE,27/01/2019,25,Direito Constitucional,Direitos e deveres individuais e coletivos,,,
TRUE,28/01/2019,25,Direito Administrativo,Princípios Fundamentais,Leitura,,
TRUE,28/01/2019,25,Direito Administrativo,Regime jurídico da Administração pública,Video-aula,,
TRUE,28/01/2019,25,Economia,Equillíbrio oferta e demanda,Leitura,,
TRUE,28/01/2019,25,Economia,Elasticidade,Leitura,,
TRUE,28/01/2019,25,Português,Interpretação de texto,Exercícios,Passo Estratégico,Usando o passo estratégico
TRUE,28/01/2019,25,Português,Semântica,Exercícios,Passo Estratégico,Usando o passo estratégico
TRUE,28/01/2019,25,Estatística,Apresentação de dados,Exercícios,,
TRUE,28/01/2019,25,Estatística,Apresentação de dados,Exercícios,,Até questão 15 da aula estat_00
TRUE,28/01/2019,25,Raciocínio Lógico,Estruturas lógicas,Exercícios,Passo Estratégico,Usando o passo estratégico
TRUE,28/01/2019,25,Raciocínio Lógico,Estruturas lógicas,Exercícios,,"Usando o passo estratégico. Finalizei estruturas lógicas, comecei argumentação"
TRUE,29/01/2019,25,Direito Constitucional,Direitos Fundamentais,Leitura,,
TRUE,29/01/2019,25,Direito Constitucional,Hierarquia das Normas,Leitura,,
TRUE,29/01/2019,25,Direito Administrativo,Princípios Fundamentais,Video-aula,,Princípio da segurança jurídica
TRUE,29/01/2019,25,Direito Administrativo,Princípios Fundamentais,Exercícios,Passo Estratégico,"Passo Estratégico aula 00, até questão 11"
TRUE,29/01/2019,25,Direito Tributário,Competência tributária,Leitura,,
TRUE,29/01/2019,25,Direito Tributário,Competência tributária,Leitura,,
TRUE,29/01/2019,25,Finanças Públicas,Lei de Responsabilidade Fiscal: Princípios e disposições preliminares,Leitura,,
TRUE,29/01/2019,25,Finanças Públicas,Lei de Responsabilidade Fiscal: Princípios e disposições preliminares,Leitura,,Até questões envolvendo abrangência
TRUE,30/01/2019,30,Contabilidade Geral,Conceitos básicos da contabilidade,Mapeamento de conceitos,,Usando o passo estratégico
TRUE,30/01/2019,25,Contabilidade Geral,Conceitos básicos da contabilidade,Mapeamento de conceitos e Leitura,,Usando o material didático (aula 00 até tópico 5)
TRUE,30/01/2019,30,Economia,Elasticidades,Leitura,,Elasticidade renda da demanda
TRUE,30/01/2019,25,Economia,Oferta e demanda,Exercícios,Passo Estratégico,Usando o passo estratégico. Até questão 19 da aula 00. 
TRUE,30/01/2019,25,Raciocínio Lógico,Simulado e Argumentação,Exercícios,,
TRUE,30/01/2019,25,Raciocínio Lógico,Argumentação,Exercícios,Passo Estratégico,Passo estratégico: Até questão 4
