"
Calendário",,,,,,,1/1 completed  
,,,,,,,
✓,Data,Time(min),Materia,Assunto,Tarefa,Material,Descr
TRUE,4/1/2019 8:21:52,25,Direito Tributário,Tributos (espécies),Revisão,Aula 00,
TRUE,4/1/2019 9:03:09,25,Direito Constitucional,Art. 5,Revisão,Aula 01,
TRUE,4/1/2019 9:37:22,25,Economia,Teoria do Consumidor,Revisão,Aula 02 SEFAZ,
TRUE,4/1/2019 10:13:13,25,Direito Tributário,Imunidades Tributárias,Leitura;,Trilha Estratégica 00; Aula 02 RFB Auditor,
TRUE,4/1/2019 10:44:49,25,Direito Tributário,Imunidades Tributárias,Leitura;,Trilha Estratégica 00; Aula 02 RFB Auditor,
TRUE,4/1/2019 11:17:29,25,Direito Tributário,Imunidades Tributárias,Leitura;,Trilha Estratégica 00; Aula 02 RFB Auditor,
TRUE,4/1/2019 11:48:13,25,Direito Tributário,Imunidades Tributárias,Leitura;,Trilha Estratégica 00; Aula 02 RFB Auditor,
TRUE,4/1/2019 12:18:26,25,Raciocínio Lógico,Problemas de Associação Lógica: Verdades e Mentiras,Resolução de questões (até 39),Trilha Estratégica 01; Aula 25 I RFB Auditor,
TRUE,4/1/2019 14:49:31,25,Raciocínio Lógico,Problemas de Associação Lógica: Verdades e Mentiras; Problemas de Associação Lógica,Resolução de questões (finalizada aula 25 I); Resolução de questões aula 25 II (até 20);,Trilha Estratégica 01; Aula 25 I RFB Auditor; Aula 25 II RFB Auditor,"Na aula 25 II, somente resolver questões da FCC"
TRUE,4/1/2019 15:28:03,25,Direito Constitucional,Direitos Fundamentais,Leitura,Trilha Estratégia 00; Aula 02 RFB Auditor,
TRUE,4/1/2019 16:00:47,25,Direito Constitucional,Direitos Fundamentais,Leitura,Trilha Estratégia 00; Aula 02 RFB Auditor,
TRUE,4/2/2019 9:40:14,25,Direito Administrativo,Organização Administrativa,Questões comentadas (até 08),Trilha Estratégica 00; Aula 02 (Auditor RFB),
TRUE,4/2/2019 10:11:12,25,Direito Administrativo,Organização Administrativa,Questões comentadas (até 11),Trilha Estratégica 00; Aula 02 (Auditor RFB),
TRUE,4/2/2019 16:52:26,25,Direito Tributário,,Revisão,Aula 01,
TRUE,4/2/2019 17:33:02,25,Raciocínio Lógico,,Questões (TEC),,
TRUE,4/2/2019 18:08:05,25,,,Anki,,
TRUE,4/2/2019 18:38:42,25,Direito Tributário,,Revisão,Aula 02,
TRUE,4/3/2019 8:41:47,25,Direito Constitucional,Direitos Fundamentais,Leitura; Questões comentadas (até 7),Trilha Estratégia 00; Aula 02 RFB Auditor,
TRUE,4/3/2019 9:16:39,25,Direito Constitucional,Direitos Fundamentais,Questões comentadas (até 12),Trilha Estratégia 00; Aula 02 RFB Auditor,
TRUE,4/3/2019 10:00:23,25,Direito Constitucional,Direitos Fundamentais,Questões comentadas (até 19),Trilha Estratégia 00; Aula 02 RFB Auditor,
TRUE,4/3/2019 10:33:10,25,Direito Constitucional,Direitos Fundamentais,Questões comentadas (até 32),Trilha Estratégia 00; Aula 02 RFB Auditor,
TRUE,4/3/2019 15:06:27,25,Direito Tributário,Imunidades Tributárias,Questões comentadas (até 4); Criação de mindmap,Trilha Estratégica 00; Aula 02 RFB Auditor,
TRUE,4/3/2019 15:37:30,25,Direito Tributário,Imunidades Tributárias,Questões comentadas (até 13); Criação de mindmap,Trilha Estratégica 00; Aula 02 RFB Auditor,
TRUE,4/3/2019 16:14:55,25,Direito Administrativo,Organização Administrativa,Questões comentadas (até 14),Trilha Estratégica 00; Aula 02 (Auditor RFB),
TRUE,4/3/2019 17:12:08,30,Direito Administrativo,Organização Administrativa,Questões comentadas (até 20); Criação de mindmap,Trilha Estratégica 00; Aula 02 (Auditor RFB),
TRUE,4/3/2019 17:44:09,25,Direito Constitucional,Art. 5 parte II,Revisão,Aula 02,
TRUE,4/4/2019 7:57:13,25,Direito Administrativo,Organização Administrativa; Administração Pública,Revisão,Aula 02,
TRUE,4/4/2019 8:51:06,46,Raciocínio Lógico,,Questões TEC,,Caderno finalizado
TRUE,4/4/2019 9:22:03,25,,,Anki,,
TRUE,4/4/2019 10:11:29,25,Direito Constitucional,Direitos Fundamentais,Questões comentadas (até 54),Trilha Estratégia 00; Aula 02 RFB Auditor,
TRUE,4/4/2019 10:49:03,25,Direito Constitucional,Direitos Fundamentais,Questões comentadas (até 69),Trilha Estratégia 00; Aula 02 RFB Auditor,
TRUE,4/4/2019 11:35:46,25,Direito Constitucional,Direitos Fundamentais,Questões comentadas (até 81),Trilha Estratégia 00; Aula 02 RFB Auditor,
TRUE,4/4/2019 12:10:55,25,Economia,Teoria do consumidor: curvas de indiferença; Funções utilidade,Leitura,Aula 02 SEFAZ,
TRUE,4/4/2019 15:32:01,25,Economia,Teoria do consumidor: curvas de indiferença; Funções utilidade,Leitura,Aula 02 SEFAZ,Partir para resolução de questões comentadas
TRUE,4/4/2019 16:11:16,25,Direito Administrativo,Organização Administrativa,Questões comentadas (até 30),Trilha Estratégica 00; Aula 02 (Auditor RFB),
TRUE,4/4/2019 16:36:38,25,Direito Administrativo,Organização Administrativa,Questões comentadas (até 39),Trilha Estratégica 00; Aula 02 (Auditor RFB),
TRUE,4/4/2019 17:10:10,25,Direito Administrativo,Organização Administrativa,Questões comentadas (até 56),Trilha Estratégica 00; Aula 02 (Auditor RFB),
TRUE,4/4/2019 17:44:33,25,Economia,,Revisão,Aula 00,
TRUE,4/4/2019 18:17:19,25,Direito Administrativo,Autarquias,Revisão,Aula 02,
TRUE,4/5/2019 13:24:02,40,,,Questões TEC,,
TRUE,4/5/2019 15:18:27,30,,,Memo (Anki),,
TRUE,4/5/2019 15:55:16,25,Direito Constitucional,Direitos Fundamentais,Questões comentadas (até 92),Trilha Estratégia 00; Aula 02 RFB Auditor,
